,name,api_keyword,business_status,place_id,lat,lng,rating,user_ratings_total,types,vicinity,price_level
106,Elite Restaurant,restaurant,OPERATIONAL,ChIJVxqm2URw5kcRaUeW39zxx10,48.8274511,2.3056209,3.9,202,"['restaurant', 'food', 'point_of_interest', 'establishment']","4 Boulevard Brune, Paris",1
107,Rosé Restaurant,restaurant,OPERATIONAL,ChIJgUcxPVFx5kcR0sadBL4aMLE,48.82974859999999,2.2919427,4.2,106,"['restaurant', 'food', 'point_of_interest', 'establishment']","4 Av. de la Prte de la Plaine, Paris",
108,Restaurant Galatasaray DÖNER,restaurant,OPERATIONAL,ChIJjcQw4fdw5kcRrF-XyrcvsEI,48.8164579,2.306393,4.4,204,"['restaurant', 'food', 'point_of_interest', 'establishment']","141 Av. Pierre Brossolette, Montrouge",2
109,brasserie restaurant hotel la place Malakoff,restaurant,OPERATIONAL,ChIJDb5DxTVx5kcR6ds1OmB45Dg,48.82181869999999,2.3018503,3.9,26,"['restaurant', 'food', 'point_of_interest', 'establishment']","41 Rue Gabriel Crié, Malakoff",
110,Restaurant Le Metro,restaurant,OPERATIONAL,ChIJVxPlKItw5kcRXOumWPqtlEo,48.8142283,2.2955531,4.6,169,"['restaurant', 'food', 'point_of_interest', 'establishment']","110 Rue Guy Môquet, Malakoff",1
111,Restaurant Par'Issy,restaurant,OPERATIONAL,ChIJGRScR2dx5kcRFLax1CgaQH0,48.82968289999999,2.2839738,4.0,16,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 Rue Ernest Renan, Issy-les-Moulineaux",
112,Le Restaurant du Marché,restaurant,OPERATIONAL,ChIJYaEFx2lw5kcRNAeOQauaprw,48.8303756,2.2962379,4.1,131,"['restaurant', 'food', 'point_of_interest', 'establishment']","59 Rue de Dantzig, Paris",2
113,Restaurant Novecento,restaurant,OPERATIONAL,ChIJB3MzH2Fx5kcRwzM3wJggCcM,48.7899901,2.2909616,4.5,483,"['restaurant', 'food', 'point_of_interest', 'establishment']","11 Pl. du Château Sainte-Barbe, Fontenay-aux-Roses",2
114,Chez Maharaja,restaurant,OPERATIONAL,ChIJKdbSg3Zx5kcRMD4fz2eDWqw,48.814,2.2773467,4.6,62,"['restaurant', 'food', 'point_of_interest', 'establishment']","7 Bd des Frères Vigouroux, Malakoff",
115,Himalayan Restaurant,restaurant,OPERATIONAL,ChIJ7bz8yatx5kcRfDOG8p_4IVM,48.8193169,2.3231969,4.3,443,"['restaurant', 'food', 'point_of_interest', 'establishment']","40 Av. Henri Ginoux, Montrouge",2
116,Matisse Food Paris,restaurant,OPERATIONAL,ChIJKZka4bBx5kcR8c2zyKu_Yi8,48.8299555,2.3284288,4.2,355,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","60 Av. du Général Leclerc, Paris",1
117,Restaurant Crocus Paris,restaurant,OPERATIONAL,ChIJRbkdvE1w5kcRSQsmchzUc7A,48.8281238,2.3158332,4.9,257,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 Rue Didot, Paris",
118,LE SPECIAL restaurant,restaurant,OPERATIONAL,ChIJlSZ0yllw5kcRsgZSXyNj8YM,48.8194616,2.3063696,4.4,582,"['restaurant', 'food', 'point_of_interest', 'establishment']","152 Bd Gabriel Péri, Malakoff",1
119,Restaurant Manufacture,restaurant,OPERATIONAL,ChIJUcrilHBw5kcRSUDq2FqFTwQ,48.8283269,2.2822233,4.2,556,"['restaurant', 'food', 'point_of_interest', 'establishment']","20 Esp. de la Manufacture, Issy-les-Moulineaux",3
120,Restaurant Grill Istanbul,restaurant,OPERATIONAL,ChIJWdgf6QZx5kcRp23KLzngH1s,48.8130538,2.3256796,4.2,166,"['restaurant', 'food', 'point_of_interest', 'establishment']","116 Av. Aristide Briand, Montrouge",1
121,Gourmet Burger,restaurant,OPERATIONAL,ChIJGz8ZJhtx5kcRpTcUgpgxJe8,48.80557100000001,2.3259622,4.3,316,"['restaurant', 'food', 'point_of_interest', 'establishment']","59 Rue Berthollet, Arcueil",1
122,Hippopotamus,restaurant,OPERATIONAL,ChIJu_T0LBtx5kcRf61cWN6vPN8,48.8107444,2.3272635,4.0,2937,"['restaurant', 'bar', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","3 Carrefour de, Pl. de la Vache Noire, Arcueil",2
123,Restaurant Campanile Arcueil Bagneux,restaurant,OPERATIONAL,ChIJQ-akFxtx5kcRsGG_EVnnZ38,48.8054049,2.325827,3.8,33,"['restaurant', 'food', 'point_of_interest', 'establishment']","73 Av. Aristide Briand, Arcueil",2
124,Le Petit Vanves,restaurant,OPERATIONAL,ChIJQYNLXGRw5kcRcCiFMMrsFXU,48.8234782,2.2889838,4.1,308,"['restaurant', 'food', 'point_of_interest', 'establishment']","34 Av. Victor Hugo, Vanves",3
125,L'Amaretto,restaurant,OPERATIONAL,ChIJkQByrq9x5kcRKr702v4usnQ,48.824305,2.3281842,4.4,107,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","57 Rue du Père Corentin, Paris",1
126,Restaurant Destan,restaurant,OPERATIONAL,ChIJHW4hC3R65kcRoVj_CmswX_o,48.801075,2.2672844,4.0,397,"['restaurant', 'food', 'point_of_interest', 'establishment']","5 Av. Jean Baptiste Clément, Clamart",1
127,"Le Balto Malakoff restaurant, bar, brasserie",restaurant,OPERATIONAL,ChIJL7aaCUVx5kcRtmfo4aE8XKk,48.8150948,2.3040245,4.0,41,"['restaurant', 'food', 'point_of_interest', 'establishment']","154 Av. Pierre Brossolette, Malakoff",
128,Taj Mahal,restaurant,OPERATIONAL,ChIJY-0HQI965kcRvSTsMiWyzzk,48.82399299999999,2.2619744,4.1,482,"['restaurant', 'food', 'point_of_interest', 'establishment']","4 Rue René Jacques, Issy-les-Moulineaux",2
129,Chez Papa,restaurant,OPERATIONAL,ChIJv1tmoRtx5kcRGPeUZEcv0Jw,48.8034673,2.3250217,4.4,929,"['restaurant', 'food', 'point_of_interest', 'establishment']","99 Av. Aristide Briand, Arcueil",2
130,Le 115 restaurant,restaurant,OPERATIONAL,ChIJ86XkANhx5kcR-YLZ5Iahot4,48.79861710000001,2.2805556,4.1,180,"['restaurant', 'bar', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","115 Av. de Verdun, Châtillon",
131,Little Burger,restaurant,OPERATIONAL,ChIJ_fUGmBpx5kcR_TBqIvtK0fY,48.8229213,2.3076373,4.4,13,"['restaurant', 'food', 'point_of_interest', 'establishment']","18 Rue Gambetta, Malakoff",
132,Restaurant LE MURAT - Bistro à l'ancienne - French cuisine & couscous,restaurant,OPERATIONAL,ChIJY5EIPgdx5kcRKp5KcFd32Hs,48.8147998,2.3255382,4.6,24,"['restaurant', 'lodging', 'food', 'point_of_interest', 'establishment']","96 Av. Aristide Briand, Montrouge",
133,Il Segreto,restaurant,OPERATIONAL,ChIJAQAwTKpx5kcROrbkGtq6DdE,48.8186456,2.3226352,4.5,591,"['restaurant', 'food', 'point_of_interest', 'establishment']","50 Av. Henri Ginoux, Montrouge",2
134,Restaurant Aux Pyrénées,restaurant,OPERATIONAL,ChIJBY9H4Rtx5kcRxTPsMnw3ez4,48.80155509999999,2.3242568,4.2,36,"['restaurant', 'food', 'point_of_interest', 'establishment']","131 Av. Aristide Briand, Arcueil",
135,Restaurant Mogador,restaurant,OPERATIONAL,ChIJ9aX8SYRw5kcRxtaCUFb-t2k,48.8108624,2.2814958,4.4,163,"['restaurant', 'food', 'point_of_interest', 'establishment']","78 Bd Colonel Fabien, Malakoff",
136,Pedzouille La Grange,restaurant,OPERATIONAL,ChIJx6FWq69x5kcRJ4EFegO5w0o,48.8300006,2.2918557,4.6,1474,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Novotel Paris Porte de Versailles, 4 Av. de la Prte de la Plaine Rooftop - 8ème étage, Paris",
137,Le Sequoia,restaurant,OPERATIONAL,ChIJxTUdAsNw5kcRKpRWFio9ojY,48.7941181,2.3032651,4.8,11,"['restaurant', 'food', 'point_of_interest', 'establishment']","2 Rue Pablo Neruda, Bagneux",
138,APAPAT.,restaurant,OPERATIONAL,ChIJtQBoUVlw5kcRobNp9z9tEEI,48.8214713,2.3026772,4.0,74,"['restaurant', 'food', 'point_of_interest', 'establishment']","8 Av. Jean Jaurès, Malakoff",
139,Le First Restaurant,restaurant,OPERATIONAL,ChIJV5FAMAFx5kcRhevrqrjPenk,48.8211662,2.3127856,4.9,93,"['restaurant', 'food', 'point_of_interest', 'establishment']","55 Av. Pierre Brossolette, Montrouge",
140,Wagy Burgers Bus,restaurant,OPERATIONAL,ChIJ80hykJp65kcR6cs35Q9yrdE,48.8294059,2.2644549,5.0,7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","31 Rue Camille Desmoulins, Issy-les-Moulineaux",
141,Restaurant Auberge de Bagneux,restaurant,OPERATIONAL,ChIJ0xiyvxxx5kcRu7f1L_yKmDE,48.80521,2.3221802,4.3,19,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 Rue Jean Marin Naudin, Bagneux",
142,La Bella Vita,restaurant,OPERATIONAL,ChIJM5q__Ch75kcRqBc9F3ZoS2U,48.7924037,2.2716798,3.9,394,"['restaurant', 'food', 'point_of_interest', 'establishment']","21 Pl. du Panorama, Clamart",
143,Restaurant Vietnamien,restaurant,OPERATIONAL,ChIJV6L0hVZw5kcRlI3u4e1cXCY,48.819589,2.3126887,4.2,20,"['restaurant', 'food', 'point_of_interest', 'establishment']",Montrouge,
144,Restaurant Issy les Moulineaux Al San Marco,restaurant,OPERATIONAL,ChIJ_dq7oIZ65kcRuYkHQn4WqN4,48.82243159999999,2.267555,4.1,166,"['restaurant', 'food', 'point_of_interest', 'establishment']","31 Av. Victor Cresson, Issy-les-Moulineaux",
145,Lanta Wok,restaurant,OPERATIONAL,ChIJYePQfe9x5kcRr0QQhALJADw,48.7959225,2.3183316,4.7,898,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","90 Av. Albert Petit, Bagneux",2
146,Restaurant Paparotti Issy-les-Moulineaux,restaurant,OPERATIONAL,ChIJ-7rXIo965kcRGZVvi6bgSkc,48.8238478,2.2612908,3.7,1198,"['restaurant', 'food', 'point_of_interest', 'establishment']","12 Pl. Jacques Madaule, Issy-les-Moulineaux",2
147,Akthamar restaurant,restaurant,OPERATIONAL,ChIJIQEyz21x5kcRbI09OGciHWg,48.8290254,2.2829463,0.0,0,"['restaurant', 'food', 'point_of_interest', 'establishment']","15 D989, Issy-les-Moulineaux",
148,Restaurant Thaïlandais - Chiang Rai Jao,restaurant,OPERATIONAL,ChIJ2QLY4sBx5kcR0LKx0ZqwnzQ,48.8140161,2.3231748,4.6,79,"['restaurant', 'food', 'point_of_interest', 'establishment']","24 Av. Léon Gambetta, Montrouge",
149,Brasao - Restaurant Paris 14ème,restaurant,OPERATIONAL,ChIJPzCQx0tx5kcR-gnGgubS0YY,48.8299075,2.3289294,4.5,20,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","47 Av. du Général Leclerc, Paris",
150,Muskan Indian Restaurant,restaurant,OPERATIONAL,ChIJYXzqQHh65kcRi8Ll1jbw4AU,48.80869149999999,2.271641,4.5,346,"['restaurant', 'food', 'point_of_interest', 'establishment']","158 Av. Victor Hugo, Clamart",1
151,Razowski & Popeille - restaurant Issy-les-Moulineaux,restaurant,OPERATIONAL,ChIJXXc6FpBx5kcRNvxYr-PD0aE,48.8261036,2.2742698,4.5,45,"['restaurant', 'liquor_store', 'shopping_mall', 'meal_takeaway', 'bar', 'food', 'store', 'point_of_interest', 'establishment']","1 Prom. Coeur de Ville, Issy-les-Moulineaux",
152,AU VIEUX HANOI,restaurant,OPERATIONAL,ChIJ0cnBCg9x5kcRXhOs9lQJO_E,48.82877,2.3287261,4.9,238,"['restaurant', 'food', 'point_of_interest', 'establishment']","41 Rue Bezout, Paris",2
153,Restaurant Libanais El Wadi,restaurant,OPERATIONAL,ChIJ-_8PIBdx5kcRXbyfJiSMfzk,48.80531200000001,2.3257772,4.1,88,"['restaurant', 'food', 'point_of_interest', 'establishment']","75 Av. Aristide Briand, Arcueil",
154,Galia par Maxim Godigna,restaurant,OPERATIONAL,ChIJ85Cs-k1w5kcRD9jOS7Q2JC8,48.8272498,2.3146776,4.5,360,"['restaurant', 'food', 'point_of_interest', 'establishment']","123 Rue Didot, Paris",2
155,L'usine,restaurant,OPERATIONAL,ChIJP-T5PXF65kcRQrX_14voW2Q,48.8041211,2.2658372,4.2,179,"['restaurant', 'food', 'point_of_interest', 'establishment']","57 Av. Jean Jaurès, Clamart",2
156,CRISPY SOUL Brancion,restaurant,OPERATIONAL,ChIJmV8Wy3tx5kcR3HovVDt3pj4,48.83050610000001,2.3020653,4.7,1156,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","101 Rue Brancion, Paris",
157,HUB'AO - Restaurant de Bao Paris 14,restaurant,OPERATIONAL,ChIJ2X4A3wVx5kcRFP_7T0VugGY,48.8206417,2.3214421,4.9,108,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","65 Bd Romain Rolland, Paris",
158,Innovizza,restaurant,OPERATIONAL,ChIJMc8Ld7xw5kcRzS3UC3zEcgU,48.7920612,2.2869162,4.6,662,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Pl. du Général de Gaulle, Fontenay-aux-Roses",2
159,A Burgers - Dirty Vegan Burgers by Taster,restaurant,OPERATIONAL,ChIJnzZbJv1x5kcR35LAYPhBDbA,48.8008226,2.3090355,3.3,3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","121 Av. Henri Ravera, Bagneux",
160,100 Stress Bar & Restaurant,bar,OPERATIONAL,ChIJyy9pH19w5kcRiWmtZ19V2nw,48.8191433,2.3006632,4.0,13,"['bar', 'point_of_interest', 'establishment']","Bd Gabriel Péri, Malakoff",
161,The Backstage,bar,OPERATIONAL,ChIJmUff7bRx5kcRrunFL1GR2GU,48.8134796,2.3255085,4.7,334,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2 Av. Léon Gambetta, Montrouge",
162,Le Fleurus,bar,OPERATIONAL,ChIJCf0rPp9x5kcRh-4d4ej115A,48.819859,2.3433174,4.2,768,"['bar', 'restaurant', 'night_club', 'food', 'point_of_interest', 'establishment']","10 Bd Jourdan, Paris",2
163,Le Jean Bart,bar,OPERATIONAL,ChIJdw19XP5w5kcRP3JvZQ_HVHc,48.81291479999999,2.3160239,4.2,75,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","134 Av. de la République, Montrouge",1
164,Le Bar (TGV InOui),bar,OPERATIONAL,ChIJFfYccQtx5kcRD86e1mkQs4o,48.80169799999999,2.295434600000001,0.0,0,"['bar', 'point_of_interest', 'establishment']","70 Av. de la République, Châtillon",
165,Bar Brasserie Le Saint Laurent ouvert le dimanche,bar,OPERATIONAL,ChIJuQYQAf9w5kcRGYHGf6kzYS0,48.81422629999999,2.3155003,4.1,45,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1 Rue Fénelon, Montrouge",
166,La Réserve de Fred,bar,OPERATIONAL,ChIJk8iiVT5x5kcRHWb-EpxytII,48.7936284,2.336481,4.7,485,"['liquor_store', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","24 Pl. Jacques Carat, Cachan",1
167,Au Bureau Arcueil,bar,OPERATIONAL,ChIJuabJ1gVx5kcRjI1JYOO7AxA,48.8105403,2.3273967,3.8,1268,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","3 Pl. de la Vache Noire, Arcueil",2
168,Ecobar - Bar café Paris 13e,bar,OPERATIONAL,ChIJyUGN1R1x5kcRnQ3DY8ZfO0o,48.8227819,2.3462731,4.7,49,"['bar', 'point_of_interest', 'establishment']","4 Rue Boussingault, Paris",
169,Bar Brasserie Domus,bar,OPERATIONAL,ChIJG0YoIpBw5kcR9j0oKC3Y9gM,48.8067692,2.2858787,0.0,0,"['bar', 'point_of_interest', 'establishment']","56 D72, Châtillon",
170,bar tabac la divette de malakoff loto pmu,bar,OPERATIONAL,ChIJ5dlpZV9x5kcRhfF3npugOJc,48.8216745,2.3043154,4.3,27,"['bar', 'point_of_interest', 'establishment']","61 Av. Pierre Larousse, Malakoff",
171,Café du Stade,bar,OPERATIONAL,ChIJLyY2v41w5kcR5fe-xJlvMoY,48.8085422,2.2915366,4.1,158,"['bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","30 Rue Esther Cordier, Châtillon",
172,Le Chiquito,bar,OPERATIONAL,ChIJrd1WBLVw5kcRuclbM5nm4uw,48.7788942,2.2908969,3.7,79,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","71 Rue Houdan, Sceaux",1
173,Le Gaulois - BAR TABAC,bar,OPERATIONAL,ChIJBRkrS_5w5kcRde_gi4GoCvI,48.8139599,2.3170871,4.0,73,"['bar', 'store', 'point_of_interest', 'establishment']","101 Av. de la République, Montrouge",
174,Stardust,bar,OPERATIONAL,ChIJb8jmeq1w5kcRorADriBaROk,48.7789448,2.2815484,3.9,83,"['bar', 'point_of_interest', 'establishment']","151 Rue Houdan, Sceaux",
175,Sin Sothyrsak,bar,OPERATIONAL,ChIJF64NtJhx5kcRNtnFfPqPhIs,48.82102279999999,2.3427959,5.0,1,"['bar', 'point_of_interest', 'establishment']","80 Rue de l'Amiral Mouchez, Paris",
176,Le Fontenoy - Bar Tabac PMU,bar,OPERATIONAL,ChIJKyuwXwtx5kcRssKNMpY8QZ0,48.81128289999999,2.33952,3.8,56,"['bar', 'point_of_interest', 'establishment']","98 Rue Raymond Lefebvre, Gentilly",
177,Le W Lounge,bar,OPERATIONAL,ChIJL7E2g8lx5kcREFjDT7rrz3M,48.7888677,2.3012037,3.9,39,"['bar', 'night_club', 'point_of_interest', 'establishment']","13 Pl. des Brugnauts, Bagneux",
178,Le Rouge Gorge,bar,OPERATIONAL,ChIJdS3VhPhw5kcRHQtqCjXOP6w,48.81624009999999,2.3105356,3.6,281,"['bar', 'restaurant', 'night_club', 'food', 'store', 'point_of_interest', 'establishment']","1 Rue Camille Pelletan, Montrouge",2
179,Les Frangins,bar,OPERATIONAL,ChIJn3d-NV9w5kcRgncfHRsrfh0,48.8181512,2.3020066,4.4,112,"['liquor_store', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","31 Av. Augustin Dumont, Malakoff",
180,Ibis Paris Gare Montparnasse Catalogne,hotel,OPERATIONAL,ChIJ9QsrVDVw5kcRstUEaSMxQvU,48.8367801,2.320085,4.3,144,"['lodging', 'point_of_interest', 'establishment']","11 Rue du Texel, Paris",
181,Hotel Montparnasse Alésia,hotel,OPERATIONAL,ChIJ5SL-NrNx5kcR__OH4-SEI0c,48.8300463,2.3202653,4.0,451,"['lodging', 'point_of_interest', 'establishment']","147ter Rue d'Alésia, Paris",
182,Hôtel Mercure Paris Porte de Versailles Expo,hotel,OPERATIONAL,ChIJm1i_qmhw5kcR2905u8MIyTc,48.82684,2.2911622,4.1,2378,"['lodging', 'point_of_interest', 'establishment']","36 38 Rue du Moulin, Vanves",
183,Hôtel Mercure Paris 15 Porte de Versailles,hotel,OPERATIONAL,ChIJE5FoPRNw5kcRLuqrJetkv1c,48.8383717,2.2905004,4.0,457,"['lodging', 'point_of_interest', 'establishment']","6 Rue Saint-Lambert, Paris",
184,Courtyard by Marriott Paris Porte de Versailles,hotel,OPERATIONAL,ChIJDUpITXBw5kcRzKaie4bjIQE,48.8297196,2.2840304,4.2,252,"['lodging', 'point_of_interest', 'establishment']","5 Rue Ernest Renan, Issy-les-Moulineaux",
185,Hôtel du Lion,hotel,OPERATIONAL,ChIJffWJ0rlx5kcR366zaq60vk8,48.8333993,2.3319451,4.2,255,"['lodging', 'point_of_interest', 'establishment']","1 Av. du Général Leclerc, Paris",
186,Hôtel du Parc Montsouris,hotel,OPERATIONAL,ChIJja_AP6Rx5kcRJ1ITW46BcWM,48.8224121,2.3345882,3.7,290,"['lodging', 'point_of_interest', 'establishment']","4 Rue du Parc de Montsouris, Paris",
187,Mama Shelter Paris West,hotel,OPERATIONAL,ChIJmR0x12hw5kcRjVEK27CRP88,48.8287043,2.292037,4.4,2517,"['lodging', 'point_of_interest', 'establishment']","20 Av. de la Prte de la Plaine, Paris",
188,Novotel Paris Porte de Versailles,hotel,OPERATIONAL,ChIJ3wx0j6px5kcR5ppI1orhhlE,48.8299988,2.291907,4.5,655,"['lodging', 'point_of_interest', 'establishment']","4 Av. de la Prte de la Plaine, Paris",
189,Pullman Paris Montparnasse,hotel,OPERATIONAL,ChIJwXZmLDVw5kcRIJ2dYURyo_w,48.8384551,2.320393,4.6,829,"['lodging', 'point_of_interest', 'establishment']","19 Rue du Commandant René Mouchotte, Paris",
190,Drawing House,hotel,OPERATIONAL,ChIJvxurTzVw5kcRV8QAX8awrlQ,48.8372851,2.3200629,4.6,158,"['lodging', 'point_of_interest', 'establishment']","21 Rue Vercingétorix, Paris",
191,Vice Versa Hotel,hotel,OPERATIONAL,ChIJ_exf2Gxw5kcRIjHF2HQ4Szw,48.8363813,2.2897122,4.2,536,"['lodging', 'point_of_interest', 'establishment']","213 Rue de la Croix Nivert, Paris",
192,Hotel Paris Vaugirard,hotel,OPERATIONAL,ChIJK89My21w5kcR1Q91NYFX9qg,48.833035,2.289085,4.2,1422,"['lodging', 'point_of_interest', 'establishment']","403 Rue de Vaugirard, Paris",
193,Hotel Apollon Montparnasse,hotel,OPERATIONAL,ChIJPTs3Wkpw5kcRXQl-PIayHSo,48.8347914,2.3170114,4.1,477,"['lodging', 'point_of_interest', 'establishment']","91 Rue de l'Ouest, Paris",
194,Hotel Luxor,hotel,OPERATIONAL,ChIJb0mf7nBw5kcROIa-FBNkExU,48.8288883,2.2823426,3.3,457,"['lodging', 'point_of_interest', 'establishment']","24 Rue Ernest Renan, Issy-les-Moulineaux",
195,Hôtel Le M,hotel,OPERATIONAL,ChIJ__xpCstx5kcR16dL1vjca74,48.8396834,2.3234017,4.1,429,"['lodging', 'point_of_interest', 'establishment']","20 bis Rue de la Gaité, Paris",
196,hotelF1 Paris Porte de Châtillon,hotel,OPERATIONAL,ChIJDRb8plNw5kcRCCKAqsBJTz4,48.82270510000001,2.3166233,3.5,3462,"['lodging', 'point_of_interest', 'establishment']","23 Av. de la Prte de Châtillon, Paris",
197,OKKO Hotels Paris Porte De Versailles,hotel,OPERATIONAL,ChIJoe6UJXRw5kcROzDW8BFoEHA,48.83275690000001,2.2782264,4.5,1007,"['lodging', 'point_of_interest', 'establishment']","2 Rue du Colonel Pierre Avia, Paris",
198,Aparthotel Adagio Paris Montrouge,hotel,OPERATIONAL,ChIJu24KJlVw5kcRhBrG39amnwI,48.8201869,2.3115428,4.1,825,"['lodging', 'point_of_interest', 'establishment']","96 Rue Gabriel Péri, Montrouge",
199,Hôtel Mercure Paris Porte d'Orléans,hotel,OPERATIONAL,ChIJo17NZahx5kcRE_6jteURV64,48.81763,2.3292313,3.8,926,"['lodging', 'point_of_interest', 'establishment']","13 Rue François Ory, Montrouge",
200,Hôtel Mercure Paris Vaugirard Porte de Versailles,hotel,OPERATIONAL,ChIJc2p0WHBw5kcRFIJOsnY0-U0,48.8331224,2.2881547,4.3,782,"['lodging', 'point_of_interest', 'establishment']","69 Bd Victor, Paris",
201,ibis budget Paris Porte de Vanves,hotel,OPERATIONAL,ChIJvfMGp11w5kcRgxqACxtRnyQ,48.8242558,2.2988666,3.7,895,"['lodging', 'point_of_interest', 'establishment']","110 Rue Jean Bleuzen, Vanves",
202,Graphik Montparnasse,hotel,OPERATIONAL,ChIJeYDcuLVx5kcRAfIrdSZLIbs,48.8348666,2.3243032,4.5,40,"['lodging', 'point_of_interest', 'establishment']","131 Av. du Maine, Paris",
203,Hôtel des Bains,hotel,OPERATIONAL,ChIJg7l9_8tx5kcRezYfish_p0o,48.8413919,2.3262594,3.9,168,"['lodging', 'point_of_interest', 'establishment']","33 Rue Delambre, Paris",
204,Hôtel Oceania Paris Porte de Versailles,hotel,OPERATIONAL,ChIJk0QEunFw5kcRZWlV5S9F5rY,48.8303841,2.284224,4.0,1938,"['city_hall', 'night_club', 'spa', 'bar', 'lodging', 'local_government_office', 'restaurant', 'food', 'point_of_interest', 'establishment']","52 Rue d'Oradour-sur-Glane, Paris",
205,ibis budget Châtillon Paris Ouest,hotel,OPERATIONAL,ChIJo8ps8phw5kcR3-go78rB_Dk,48.7989249,2.2809973,3.8,733,"['lodging', 'point_of_interest', 'establishment']","Zac Des Sablons, 111 Av. de Verdun Lot ""C, Châtillon",
206,Hôtel Convention Montparnasse,hotel,OPERATIONAL,ChIJNWFcTBVw5kcR9nbK0ysmBKc,48.8372196,2.297183,4.1,425,"['lodging', 'point_of_interest', 'establishment']","41 Rue Alain Chartier, Paris",
207,Porte de Versailles Hôtel,hotel,OPERATIONAL,ChIJTXrFjW1w5kcRmBFWuPvxhjo,48.8351285,2.2825234,4.0,329,"['lodging', 'point_of_interest', 'establishment']","11 Bd Victor, Paris",
208,Best Western Nouvel Orléans Montparnasse,hotel,OPERATIONAL,ChIJuQ13tbBx5kcRYbm00zxlISg,48.8310515,2.3299269,3.9,475,"['lodging', 'point_of_interest', 'establishment']","25 Av. du Général Leclerc, Paris",
209,Best Western Hôtel Montcalm Paris 15 (Hôtel Paris 75015),hotel,OPERATIONAL,ChIJ3ytxdRJw5kcRF3yS1gd-iIo,48.84092769999999,2.287007,4.1,432,"['lodging', 'point_of_interest', 'establishment']","50 Av. Félix Faure, Paris",
210,B&B HOTEL Paris Malakoff Parc des Expositions,hotel,OPERATIONAL,ChIJE6Jci1xw5kcR1SKZmVsEO7Y,48.824619,2.3009437,3.7,3480,"['lodging', 'point_of_interest', 'establishment']","2 Bd Charles de Gaulle, Malakoff",
211,ibis Paris Brancion Parc des Expositions 15ème,hotel,OPERATIONAL,ChIJjRzJlkNw5kcRk6A6DgO5j9U,48.8303131,2.3020924,4.0,444,"['lodging', 'point_of_interest', 'establishment']","105 Rue Brancion, Paris",
212,ibis Paris Porte d'Orléans,hotel,OPERATIONAL,ChIJjcZAEqhx5kcRyVC9-_aWNxI,48.8175014,2.3294676,3.5,2808,"['lodging', 'point_of_interest', 'establishment']","33 Rue Barbès, Montrouge",
213,JO&JOE Paris Gentilly,hotel,OPERATIONAL,ChIJVfqc7c9x5kcRS42v9lHAbBk,48.8162072,2.3382304,4.4,1927,"['lodging', 'point_of_interest', 'establishment']","89-93 Av. Paul Vaillant Couturier, Gentilly",
214,Hôtel Avenir Vaugirard,hotel,OPERATIONAL,ChIJB-jbJWtw5kcRutefYo9ZA_g,48.8362765,2.2946043,2.7,284,"['lodging', 'point_of_interest', 'establishment']","373 Rue de Vaugirard, Paris",
215,Hôtel Mercure Paris Gare Montparnasse,hotel,OPERATIONAL,ChIJAQZ1qMtx5kcRDPU1qZp15Sg,48.8399957,2.3235618,4.1,1093,"['lodging', 'point_of_interest', 'establishment']","20 Rue de la Gaité, Paris",
216,Hôtel Max,hotel,OPERATIONAL,ChIJQ0JEabBx5kcRs7bS4vySkNw,48.8279223,2.3297836,4.6,266,"['lodging', 'point_of_interest', 'establishment']","34 Rue d'Alésia, Paris",
217,ibis Styles Paris 15 Lecourbe,hotel,OPERATIONAL,ChIJiSts4RJw5kcR-XgwUij76AA,48.8389056,2.2893162,4.1,431,"['lodging', 'point_of_interest', 'establishment']","192 Rue de la Croix Nivert, Paris",
218,Hôtel Résidence de la Tour,hotel,OPERATIONAL,ChIJ55fN51tw5kcRLJ_hgsSMR3w,48.822444,2.3036667,3.6,167,"['lodging', 'point_of_interest', 'establishment']","43 Av. Pierre Larousse, Malakoff",
